,Index,Chapter,Content,Event,ESummary,EImportance,ERole,CTag,CText,Character,Location,LocationType,Time,SentimentScore,SentimentMagnitude
1253,1253,9,"I -- told -you,' Hermione gasped, clutching at the stitch in her chest, 'I -- told -- you.'",Midnight adventure,"Harry, Ron, and Hermione venture out at night for the duel, leading them to unexpected trouble and the discovery of a dangerous creature.",7.0,Turning Point,,,,castle,INT,night,0.0,['maagnitude']
1254,1254,9,"'We've got to get back to Gryffindor tower,' said Ron, 'quickly as possible.'",Midnight adventure,"Harry, Ron, and Hermione venture out at night for the duel, leading them to unexpected trouble and the discovery of a dangerous creature.",7.0,Turning Point,,,,castle,INT,night,0.10000000149011612,['maagnitude']
1255,1255,9,"'Malfoy tricked you,' Hermione said to Harry. 'You realize that, don't you? He was never going to meet you -- Filch knew someone was going to be in the trophy room, Malfoy must have tipped him off.'",Midnight adventure,"Harry, Ron, and Hermione venture out at night for the duel, leading them to unexpected trouble and the discovery of a dangerous creature.",7.0,Turning Point,,,,castle,INT,night,-0.6000000238418579,['maagnitude']
1256,1256,9,"Harry thought she was probably right, but he wasn't going to tell her that.",Midnight adventure,"Harry, Ron, and Hermione venture out at night for the duel, leading them to unexpected trouble and the discovery of a dangerous creature.",7.0,Turning Point,,,,castle,INT,night,-0.4000000059604645,['maagnitude']
1257,1257,9,'Let's go.' It wasn't going to be that simple. They hadn't gone more than a dozen paces when a doorknob rattled and something came shooting out of a classroom in front of them.,Midnight adventure,"Harry, Ron, and Hermione venture out at night for the duel, leading them to unexpected trouble and the discovery of a dangerous creature.",7.0,Turning Point,,,,castle,INT,night,-0.4000000059604645,['maagnitude']
1258,1258,9,"It was Peeves. He caught sight of them and gave a squeal of delight. 'Shut up, Peeves -- please -- you'll get us thrown out.' Peeves cackled.",Midnight adventure,"Harry, Ron, and Hermione venture out at night for the duel, leading them to unexpected trouble and the discovery of a dangerous creature.",7.0,Turning Point,Action,Peeves squealed with delight when he saw the four students out of bed at midnight.,Peeves,castle,INT,night,0.0,['maagnitude']
1259,1259,9,"'Wandering around at midnight, Ickle Firsties? Tut, tut, tut. Naughty, naughty, you'll get caughty.'",Midnight adventure,"Harry, Ron, and Hermione venture out at night for the duel, leading them to unexpected trouble and the discovery of a dangerous creature.",7.0,Turning Point,,,,castle,INT,night,0.0,['maagnitude']
1260,1260,9,"'Not if you don't give us away, Peeves, please.'",Midnight adventure,"Harry, Ron, and Hermione venture out at night for the duel, leading them to unexpected trouble and the discovery of a dangerous creature.",7.0,Turning Point,,,,castle,INT,night,-0.699999988079071,['maagnitude']
1261,1261,9,"'Should tell Filch, I should,' said Peeves in a saintly voice, but his eyes glittered wickedly. 'It's for your own good, you know.'",Midnight adventure,"Harry, Ron, and Hermione venture out at night for the duel, leading them to unexpected trouble and the discovery of a dangerous creature.",7.0,Turning Point,,,,castle,INT,night,0.10000000149011612,['maagnitude']
1262,1262,9,"'Get out of the way,' snapped Ron, taking a swipe at Peeves this was a big mistake.",Midnight adventure,"Harry, Ron, and Hermione venture out at night for the duel, leading them to unexpected trouble and the discovery of a dangerous creature.",7.0,Turning Point,,,,castle,INT,night,-0.800000011920929,['maagnitude']
1263,1263,9,"'STUDENTS OUT OF BED!' Peeves bellowed, 'STUDENTS OUT OF BED DOWN THE CHARMS CORRIDOR' Ducking under Peeves, they ran for their lives, right to the end of the corridor where they slammed into a door -- and it was locked.",Midnight adventure,"Harry, Ron, and Hermione venture out at night for the duel, leading them to unexpected trouble and the discovery of a dangerous creature.",7.0,Turning Point,,,,castle,INT,night,-0.6000000238418579,['maagnitude']
1264,1264,9,"'This is it!' Ron moaned, as they pushed helplessly at the door, 'We're done for! This is the end!' They could hear footsteps, Filch running as fast as he could toward Peeves's shouts.",Midnight adventure,"Harry, Ron, and Hermione venture out at night for the duel, leading them to unexpected trouble and the discovery of a dangerous creature.",7.0,Turning Point,,,,castle,INT,night,0.0,['maagnitude']
1265,1265,9,"'Oh, move over,' Hermione snarled. She grabbed Harry's wand, tapped the lock, and whispered, 'Alohomora!'",Midnight adventure,"Harry, Ron, and Hermione venture out at night for the duel, leading them to unexpected trouble and the discovery of a dangerous creature.",7.0,Turning Point,Action,Hermione used a spell to unlock a door while they were escaping Filch.,Hermione Granger,castle,INT,night,0.0,['maagnitude']
1266,1266,9,"The lock clicked and the door swung open -- they piled through it, shut it quickly, and pressed their ears against it, listening.",Midnight adventure,"Harry, Ron, and Hermione venture out at night for the duel, leading them to unexpected trouble and the discovery of a dangerous creature.",7.0,Turning Point,,,,castle,INT,night,-0.699999988079071,['maagnitude']
1267,1267,9,"'Which way did they go, Peeves?' Filch was saying. 'Quick, tell me.'",Midnight adventure,"Harry, Ron, and Hermione venture out at night for the duel, leading them to unexpected trouble and the discovery of a dangerous creature.",7.0,Turning Point,,,,castle,INT,night,0.0,['maagnitude']
1268,1268,9,'Say 'please.'',Midnight adventure,"Harry, Ron, and Hermione venture out at night for the duel, leading them to unexpected trouble and the discovery of a dangerous creature.",7.0,Turning Point,,,,castle,INT,night,0.10000000149011612,['maagnitude']
1269,1269,9,"'Don't mess with me, Peeves, now where did they go?'",Midnight adventure,"Harry, Ron, and Hermione venture out at night for the duel, leading them to unexpected trouble and the discovery of a dangerous creature.",7.0,Turning Point,,,,castle,INT,night,-0.5,['maagnitude']
1270,1270,9,"'Shan't say nothing if you don't say please,' said Peeves in his annoying singsong voice. 'All right -please.'",Midnight adventure,"Harry, Ron, and Hermione venture out at night for the duel, leading them to unexpected trouble and the discovery of a dangerous creature.",7.0,Turning Point,,,,castle,INT,night,-0.20000000298023224,['maagnitude']
1271,1271,9,"'NOTHING! Ha haaa! Told you I wouldn't say nothing if you didn't say please! Ha ha! Haaaaaa!' And they heard the sound of Peeves whooshing away and Filch cursing in rage. 'He thinks this door is locked,' Harry whispered. 'I think we'll be okay -- get off, Neville!' For Neville had been tugging on the sleeve of Harry's bathrobe for the last minute. 'What?'",Midnight adventure,"Harry, Ron, and Hermione venture out at night for the duel, leading them to unexpected trouble and the discovery of a dangerous creature.",7.0,Turning Point,,,,castle,INT,night,-0.10000000149011612,['maagnitude']
1272,1272,9,"Harry turned around -- and saw, quite clearly, what. For a moment, he was sure he'd walked into a nightmare -- this was too much, on top of everything that had happened so far.",Midnight adventure,"Harry, Ron, and Hermione venture out at night for the duel, leading them to unexpected trouble and the discovery of a dangerous creature.",7.0,Turning Point,,,,castle,INT,night,-0.30000001192092896,['maagnitude']
1273,1273,9,"They weren't in a room, as he had supposed. They were in a corridor. The forbidden corridor on the third floor. And now they knew why it was forbidden.",Encounter with the three-headed dog,"The group accidentally enters a forbidden corridor and encounters a three-headed dog, heightening the tension and peril of their adventure.",7.0,Climax,,,,castle,INT,night,-0.5,['maagnitude']
1274,1274,9,"They were looking straight into the eyes of a monstrous dog, a dog that filled the whole space between ceiling and floor. It had three heads. Three pairs of rolling, mad eyes; three noses, twitching",Encounter with the three-headed dog,"The group accidentally enters a forbidden corridor and encounters a three-headed dog, heightening the tension and peril of their adventure.",7.0,Climax,,,,castle,INT,night,-0.20000000298023224,['maagnitude']
1275,1275,9,"and quivering in their direction; three drooling mouths, saliva hanging in slippery ropes from yellowish fangs.",Encounter with the three-headed dog,"The group accidentally enters a forbidden corridor and encounters a three-headed dog, heightening the tension and peril of their adventure.",7.0,Climax,,,,castle,INT,night,-0.20000000298023224,['maagnitude']
1276,1276,9,"It was standing quite still, all six eyes staring at them, and Harry knew that the only reason they weren't already dead was that their sudden appearance had taken it by surprise, but it was quickly getting over that, there was no mistaking what those thunderous growls meant.",Encounter with the three-headed dog,"The group accidentally enters a forbidden corridor and encounters a three-headed dog, heightening the tension and peril of their adventure.",7.0,Climax,,,,castle,INT,night,-0.10000000149011612,['maagnitude']
1277,1277,9,"Harry groped for the doorknob -- between Filch and death, he'd take Filch. They fell backward -- Harry slammed the door shut, and they ran, they almost flew, back down the corridor. Filch must have hurried off to look for them somewhere else, because they didn't see him anywhere, but they hardly cared -- all they wanted to do was put as much space as possible between them and that monster. They didn't stop running until they reached the portrait of the Fat Lady on the seventh floor.",Encounter with the three-headed dog,"The group accidentally enters a forbidden corridor and encounters a three-headed dog, heightening the tension and peril of their adventure.",7.0,Climax,,,,castle,INT,night,-0.5,['maagnitude']
1278,1278,9,"'Where on earth have you all been?' she asked, looking at their bathrobes hanging off their shoulders and their flushed, sweaty faces.",Escape from danger,"The group narrowly escapes Filch and the three-headed dog, cementing their bond and escalating the sense of danger at Hogwarts.",6.0,Resolution,,,,castle,INT,night,-0.5,['maagnitude']
1279,1279,9,"'Never mind that -- pig snout, pig snout,' panted Harry, and the portrait swung forward. They scrambled into the common room and collapsed, trembling, into armchairs.",Escape from danger,"The group narrowly escapes Filch and the three-headed dog, cementing their bond and escalating the sense of danger at Hogwarts.",6.0,Resolution,,,,castle,INT,night,-0.30000001192092896,['maagnitude']
1280,1280,9,"It was a while before any of them said anything. Neville, indeed, looked as if he'd never speak again.",Escape from danger,"The group narrowly escapes Filch and the three-headed dog, cementing their bond and escalating the sense of danger at Hogwarts.",6.0,Resolution,,,,castle,INT,night,-0.5,['maagnitude']
1281,1281,9,"'What do they think they're doing, keeping a thing like that locked up in a school?' said Ron finally. 'If any dog needs exercise, that one does.'",Escape from danger,"The group narrowly escapes Filch and the three-headed dog, cementing their bond and escalating the sense of danger at Hogwarts.",6.0,Resolution,,,,,,,-0.10000000149011612,['maagnitude']
1282,1282,9,"Hermione had got both her breath and her bad temper back again. 'You don't use your eyes, any of you, do you?' she snapped. 'Didn't you see what it was standing on.",Escape from danger,"The group narrowly escapes Filch and the three-headed dog, cementing their bond and escalating the sense of danger at Hogwarts.",6.0,Resolution,,,,,,,-0.6000000238418579,['maagnitude']
1283,1283,9,"'The floor?' Harry suggested. 'I wasn't looking at its feet, I was too busy with its heads.'",Escape from danger,"The group narrowly escapes Filch and the three-headed dog, cementing their bond and escalating the sense of danger at Hogwarts.",6.0,Resolution,,,,,,,-0.20000000298023224,['maagnitude']
1284,1284,9,"'No, not the floor. It was standing on a trapdoor. It's obviously guarding something.' She stood up, glaring at them.",Reflection on the monster's purpose,"Hermione speculates that the three-headed dog is guarding something valuable under the trapdoor, hinting at deeper mysteries in Hogwarts.",5.0,Setup,,,,,,,-0.5,['maagnitude']
1285,1285,9,"I hope you're pleased with yourselves. We could all have been killed -- or worse, expelled. Now, if you don't mind, I'm going to bed.'",Reflection on the monster's purpose,"Hermione speculates that the three-headed dog is guarding something valuable under the trapdoor, hinting at deeper mysteries in Hogwarts.",5.0,Setup,,,,,,,0.0,['maagnitude']
1286,1286,9,"Ron stared after her, his mouth open.",,,,,,,,,,,-0.30000001192092896,['maagnitude']
1287,1287,9,"'No, we don't mind,' he said. 'You'd think we dragged her along, wouldn't you.",,,,,,,,,,,-0.5,['maagnitude']
1288,1288,9,But Hermione had given Harry something else to think about as he climbed back into bed. The dog was guarding something.... What had Hagrid said? Gringotts was the safest place in the world for something you wanted to hide -- except perhaps Hogwarts.,,,,,,,,,,,0.0,['maagnitude']
1289,1289,10,It looked as though Harry had found out where the grubby littie package from vault seven hundred and thirteen was. HALLOWEEN,Harry learns about the mysterious package,"Harry and Ron discuss the strange two-inch-long package that has been moved from Gringotts to Hogwarts, realizing it must be either very valuable or dangerous.",5.0,Setup,Statement,Harry finds out about a mysterious package and is excited for an adventure.,Harry Potter,castle,INT,day,0.0,['maagnitude']
1290,1290,10,"Malfoy couldn't believe his eyes when he saw that Harry and Ron were still at Hogwarts the next day, looking tired but perfectly cheerful. Indeed, by the next morning Harry and Ron thought that meeting the three-headed dog had been an excellent adventure, and they were quite keen to have another one. In the meantime, Harry filled Ron in about the package that seemed to have been moved from Gringotts to Hogwarts, and they spent a lot of time wondering what could possibly need such heavy protection. 'It's either really valuable or really dangerous,' said Ron. 'Or both,' said Harry.",Harry learns about the mysterious package,"Harry and Ron discuss the strange two-inch-long package that has been moved from Gringotts to Hogwarts, realizing it must be either very valuable or dangerous.",5.0,Setup,Statement,Draco cannot believe Harry and Ron are still at Hogwarts.,Draco Malfoy,castle,INT,day,0.4000000059604645,['maagnitude']
1291,1291,10,"But as all they knew for sure about the mysterious object was that it was about two inches long, they didn't have much chance of guessing what it was without further clues.",Harry learns about the mysterious package,"Harry and Ron discuss the strange two-inch-long package that has been moved from Gringotts to Hogwarts, realizing it must be either very valuable or dangerous.",5.0,Setup,,,,castle,INT,day,-0.30000001192092896,['maagnitude']
1292,1292,10,Neither Neville nor Hermione showed the slightest interest in what lay underneath the dog and the trapdoor. All Neville cared about was never going near the dog again.,,,,,Statement,Hermione shows little interest in Harry and Ron's adventure.,Hermione Granger,castle,INT,day,-0.6000000238418579,['maagnitude']
1293,1293,10,"Hermione was now refusing to speak to Harry and Ron, but she was such a bossy know-it-all that they saw this as an added bonus. All they really wanted now was a way of getting back at Malfoy, and to their great delight, just such a thing arrived in the mail about a week later.",,,,,,,,castle,INT,day,0.5,['maagnitude']
1294,1294,10,"As the owls flooded into the Great Hall as usual, everyone's attention was caught at once by a long, thin package carried by six large screech owls. Harry was just as interested as everyone else to see what was in this large parcel, and was amazed when the owls soared down and dropped it right in front of him, knocking his bacon to the floor. They had hardly fluttered out of the way when another owl dropped a letter on top of the parcel.",Harry receives the Nimbus Two Thousand,"Harry receives a package containing a Nimbus Two Thousand broomstick and a note from Professor McGonagall instructing him not to open it at the table, marking an important milestone in Harry's Quidditch journey.",7.0,Inciting Incident,,,,castle,INT,day,0.0,['maagnitude']
1295,1295,10,"Harry ripped open the letter first, which was lucky, because it said:",Harry receives the Nimbus Two Thousand,"Harry receives a package containing a Nimbus Two Thousand broomstick and a note from Professor McGonagall instructing him not to open it at the table, marking an important milestone in Harry's Quidditch journey.",7.0,Inciting Incident,,,,castle,INT,day,-0.4000000059604645,['maagnitude']
1296,1296,10,DO NOT OPEN THE PARCEL AT THE TABLE.,Harry receives the Nimbus Two Thousand,"Harry receives a package containing a Nimbus Two Thousand broomstick and a note from Professor McGonagall instructing him not to open it at the table, marking an important milestone in Harry's Quidditch journey.",7.0,Inciting Incident,,,,,,,-0.800000011920929,['maagnitude']
1297,1297,10,"It contains your new Nimbus Two Thousand, but I don't want everybody knowing you've got a broomstick or they'll all want one. Oliver Wood will meet you tonight on the Quidditch field at seven o'clock for your first training session.",Harry receives the Nimbus Two Thousand,"Harry receives a package containing a Nimbus Two Thousand broomstick and a note from Professor McGonagall instructing him not to open it at the table, marking an important milestone in Harry's Quidditch journey.",7.0,Inciting Incident,,,,castle,EXT,night,0.10000000149011612,['maagnitude']
1298,1298,10,Professor McGonagall Harry had difficulty hiding his glee as he handed the note to Ron to read.,,,,,Statement,Professor McGonagall sends Harry a new broomstick and gives him instructions on Quidditch.,Professor McGonagall,castle,EXT,night,-0.6000000238418579,['maagnitude']
1299,1299,10,'A Nimbus Two Thousand!' Ron moaned enviously. 'I've never even touched one.',,,,,,,,castle,EXT,night,0.0,['maagnitude']
1300,1300,10,"They left the hall quickly, wanting to unwrap the broomstick in private before their first class, but halfway across the entrance hall they found the way upstairs barred by Crabbe and Goyle. Malfoy seized the package from Harry and felt it.",,,,,,,,castle,EXT,night,-0.6000000238418579,['maagnitude']
1301,1301,10,"'That's a broomstick,' he said, throwing it back to Harry with a mixture of jealousy and spite on his face. 'You'll be in for it this time, Potter, first years aren't allowed them.'",Malfoy attempts to taunt Harry,"Malfoy seizes the opportunity to mock Harry and Ron about the broomstick, but Harry and Ron take joy in Malfoy's jealousy as they learn more about Quidditch.",4.0,Setup,Action,Malfoy tries to undermine Harry by making fun of his new broomstick.,Draco Malfoy,castle,EXT,night,-0.30000001192092896,['maagnitude']
1302,1302,10,Ron couldn't resist it.,Malfoy attempts to taunt Harry,"Malfoy seizes the opportunity to mock Harry and Ron about the broomstick, but Harry and Ron take joy in Malfoy's jealousy as they learn more about Quidditch.",4.0,Setup,,,,castle,EXT,night,0.800000011920929,['maagnitude']
1303,1303,10,"'It's not any old broomstick,' he said, 'it's a Nimbus Two Thousand. What did you say you've got at home, Malfoy, a Comet Two Sixty?' Ron grinned at Harry. 'Comets look flashy, but they're not in the same league as the Nimbus.'",Malfoy attempts to taunt Harry,"Malfoy seizes the opportunity to mock Harry and Ron about the broomstick, but Harry and Ron take joy in Malfoy's jealousy as they learn more about Quidditch.",4.0,Setup,,,,castle,EXT,night,-0.10000000149011612,['maagnitude']
1304,1304,10,"'What would you know about it, Weasley, you couldn't afford half the handle,' Malfoy snapped back. 'I suppose you and your brothers have to save up twig by twig.'",Malfoy attempts to taunt Harry,"Malfoy seizes the opportunity to mock Harry and Ron about the broomstick, but Harry and Ron take joy in Malfoy's jealousy as they learn more about Quidditch.",4.0,Setup,Statement,Malfoy ridicules Ron for not being able to afford broomsticks.,Draco Malfoy,castle,EXT,night,-0.5,['maagnitude']
1305,1305,10,"Before Ron could answer, Professor Flitwick appeared at Malfoy's elbow. 'Not arguing, I hope, boys?' he squeaked.",Malfoy attempts to taunt Harry,"Malfoy seizes the opportunity to mock Harry and Ron about the broomstick, but Harry and Ron take joy in Malfoy's jealousy as they learn more about Quidditch.",4.0,Setup,,,,castle,EXT,night,-0.10000000149011612,['maagnitude']
1306,1306,10,"'Potter's been sent a broomstick, Professor,' said Malfoy quickly.",Malfoy attempts to taunt Harry,"Malfoy seizes the opportunity to mock Harry and Ron about the broomstick, but Harry and Ron take joy in Malfoy's jealousy as they learn more about Quidditch.",4.0,Setup,,,,castle,EXT,night,0.0,['maagnitude']
1307,1307,10,"'Yes, yes, that's right,' said Professor Flitwick, beaming at Harry. 'Professor McGonagall told me all about the special circumstances, Potter. And what model is it?'",Malfoy attempts to taunt Harry,"Malfoy seizes the opportunity to mock Harry and Ron about the broomstick, but Harry and Ron take joy in Malfoy's jealousy as they learn more about Quidditch.",4.0,Setup,,,,castle,EXT,night,0.0,['maagnitude']
1308,1308,10,"'A Nimbus Two Thousand, sit,' said Harry, fighting not to laugh at the look of horror on Malfoy's face. 'And it's really thanks to Malfoy here that I've got it,' he added.",Malfoy attempts to taunt Harry,"Malfoy seizes the opportunity to mock Harry and Ron about the broomstick, but Harry and Ron take joy in Malfoy's jealousy as they learn more about Quidditch.",4.0,Setup,,,,castle,EXT,night,0.10000000149011612,['maagnitude']
1309,1309,10,"Harry and Ron headed upstairs, smothering their laughter at Malfoy's obvious rage and confusion. 'Well, it's true,' Harry chortled as they reached the top of the marble staircase, 'If he hadn't stolen Neville's Remembrall I wouln't be on the team....'",,,,,,,,castle,EXT,night,-0.4000000059604645,['maagnitude']
1310,1310,10,"'So I suppose you think that's a reward for breaking rules?' came an angry voice from just behind them. Hermione was stomping up the stairs, looking disapprovingly at the package in Harry's hand.",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,Statement,Hermione angrily confronts Harry and Ron about their behavior.,Hermione Granger,castle,EXT,night,-0.699999988079071,['maagnitude']
1311,1311,10,'I thought you weren't speaking to us?' said Harry.,Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,EXT,night,-0.5,['maagnitude']
1312,1312,10,"'Yes, don't stop now,' said Ron, 'it's doing us so much good.'",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,EXT,night,0.800000011920929,['maagnitude']
1313,1313,10,Hermione marched away with her nose in the air.,Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,EXT,night,-0.5,['maagnitude']
1314,1314,10,"Harry had a lot of trouble keeping his mind on his lessons that day. It kept wandering up to the dormitory where his new broomstick was lying under his bed, or straying off to the Quidditch field where he'd be learning to play that night. He bolted his dinner that evening without noticing what he was eating, and then rushed upstairs with Ron to unwrap the Nimbus Two Thousand at last.",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,EXT,night,-0.30000001192092896,['maagnitude']
1315,1315,10,"'Wow,' Ron sighed, as the broomstick rolled onto Harry's bedspread.",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,EXT,night,-0.10000000149011612,['maagnitude']
1316,1316,10,"Even Harry, who knew nothing about the different brooms, thought it looked wonderful. Sleek and shiny, with a mahogany handle, it had a long tail of neat, straight twigs and Nimbus Two Thousand written in gold near the top.",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,EXT,night,0.800000011920929,['maagnitude']
1317,1317,10,"As seven o'clock drew nearer, Harry left the castle and set off in the dusk toward the Quidditch field. Held never been inside the stadium before. Hundreds of seats were raised in stands around the field so that the spectators were high enough to see what was going on. At either end of the field were three golden poles with hoops on the end. They reminded Harry of the little plastic sticks Muggle",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,EXT,night,-0.10000000149011612,['maagnitude']
1318,1318,10,"children blew bubbles through, except that they were fifty feet high.",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,EXT,night,-0.699999988079071,['maagnitude']
1319,1319,10,"Too eager to fly again to wait for Wood, Harry mounted his broomstick and kicked off from the ground. What a feeling -- he swooped in and out of the goal posts and then sped up and down the field. The Nimbus Two Thousand turned wherever he wanted at his lightest touch.",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,EXT,night,0.20000000298023224,['maagnitude']
1320,1320,10,"'Hey, Potter, come down!'",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,EXT,night,0.0,['maagnitude']
1321,1321,10,Oliver Wood had arrived. fie was carrying a large wooden crate under his arm. Harry landed next to him.,Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,Action,Oliver arrives on the Quidditch field to coach Harry.,Oliver Wood,castle,EXT,night,-0.10000000149011612,['maagnitude']
1322,1322,10,"'Very nice,' said Wood, his eyes glinting. 'I see what McGonagall meant... you really are a natural. I'm just going to teach you the rules this evening, then you'll be joining team practice three times a week.'",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,EXT,night,0.4000000059604645,['maagnitude']
1323,1323,10,He opened the crate. Inside were four different-sized balls.,Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,EXT,night,0.0,['maagnitude']
1324,1324,10,"'Right,' said Wood. 'Now, Quidditch is easy enough to understand, even if it's not too easy to play. There are seven players on each side. Three of them are called Chasers.' 'Three Chasers,' Harry repeated, as Wood took out a bright red ball about the size of a soccer ball.",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,EXT,night,0.10000000149011612,['maagnitude']
1325,1325,10,"'This ball's called the Quaffle,' said Wood. 'The Chasers throw the Quaffle to each other and try and get it through one of the hoops to score a goal. Ten points every time the Quaffle goes through one of the hoops. Follow me?'",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,Statement,Oliver explains the rules of Quidditch to Harry.,Oliver Wood,castle,EXT,night,-0.10000000149011612,['maagnitude']
1326,1326,10,"'The Chasers throw the Quaffle and put it through the hoops to score,' Harry recited. 'So -- that's sort of like basketball on broomsticks with six hoops, isn't it?'",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,EXT,night,-0.10000000149011612,['maagnitude']
1327,1327,10,"'What's basketball?' said Wood curiously. 'Never mind,' said Harry quickly.",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,EXT,night,0.0,['maagnitude']
1328,1328,10,"'Now, there's another player on each side who's called the Keeper -I'm Keeper for Gryffindor. I have to fly around our hoops and stop the other team from scoring.'",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,EXT,night,-0.10000000149011612,['maagnitude']
1329,1329,10,"'Three Chasers, one Keeper,' said Harry, who was determined to remember it all. 'And they play with the Quaffle. Okay, got that. So what are they for?' He pointed at the three balls left inside the box.",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,EXT,night,0.0,['maagnitude']
1330,1330,10,"'I'll show you now,' said Wood. 'Take this.'",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,EXT,night,-0.10000000149011612,['maagnitude']
1331,1331,10,"He handed Harry a small club, a bit like a short baseball bat.",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,EXT,night,-0.20000000298023224,['maagnitude']
1332,1332,10,"'I'm going to show you what the Bludgers do,' Wood said. 'These two are the Bludgers.'",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,EXT,night,0.10000000149011612,['maagnitude']
1333,1333,10,"He showed Harry two identical balls, jet black and slightly smaller than the red Quaffle. Harry noticed that they seemed to be straining to escape the straps holding them inside the box.",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,EXT,night,-0.30000001192092896,['maagnitude']
1334,1334,10,"'Stand back,' Wood warned Harry. He bent down and freed one of the Bludgers.",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,EXT,night,0.0,['maagnitude']
1335,1335,10,"At once, the black ball rose high in the air and then pelted straight at Harry's face. Harry swung at it with the bat to stop it from breaking his nose, and sent it zigzagging away into the air -- it zoomed around their heads and then shot at Wood, who dived on top of it and managed to pin it to the ground.",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,EXT,night,-0.20000000298023224,['maagnitude']
1336,1336,10,"'See?' Wood panted, forcing the struggling Bludger back into the crate and strapping it down safely. 'The Bludgers rocket around, trying to knock players off their brooms. That's why you have two Beaters on each team -- the Weasley twins are ours -- it's their job to protect their side from the Bludgers and try and knock them toward the other team. So -- think you've got all that?' 'Three Chasers try and score with the Quaffle; the Keeper guards the goal posts; the Beaters keep the Bludgers away from their team,' Harry reeled off.",Hermione's emotional turmoil,"Hermione refuses to speak to Harry and Ron after they receive the broomstick, leading to tension within their friendship as she becomes upset.",3.0,Setup,,,,castle,EXT,night,-0.20000000298023224,['maagnitude']
