,_Index,Chapter,Content,Word_Count,Text_Length,Location,LocationType,Time,Event,ESummary,EImportance,CTag,CText,Character,ERole,reduce_distance,reduce_distance_stack,x_reduce,y_reduce,cluster
338,338,7,"“Nor I,” said the March Hare.",6,29,house,EXT,day,Time's influence on the tea party,,7.0,Statement,The March Hare admitted he also didn't know the answer to the riddle.,March Hare,,0.053198572248220444,22.66247744904831,-0.9534338,-0.7077307,44
339,339,7,"Alice sighed wearily. “I think you might do something better with the time,” she said, “than waste it in asking riddles that have no answers.”",25,142,house,EXT,day,Time's influence on the tea party,,7.0,,,,,0.03717692568898201,22.699654374737293,-0.91627246,-0.7066546,44
340,340,7,"“If you knew Time as well as I do,” said the Hatter, “you wouldn’t talk about wasting _it_. It’s _him_.”",20,104,house,EXT,day,Discussion about Time,"Alice learns from the Hatter that Time has gone mad, resulting in their perpetual tea-time. This further emphasizes the chaotic and illogical nature of Wonderland.",6.0,,,,Climax,0.05475808307528496,22.754412457812577,-0.9633856,-0.6787476,44
341,341,7,"“I don’t know what you mean,” said Alice.",8,41,house,EXT,day,Discussion about Time,"Alice learns from the Hatter that Time has gone mad, resulting in their perpetual tea-time. This further emphasizes the chaotic and illogical nature of Wonderland.",6.0,Statement,The Hatter insisted Alice didn't understand about Time.,Hatter,Climax,0.07884574681520462,22.833258204627782,-0.8903083,-0.6491441,44
342,342,7,"“Of course you don’t!” the Hatter said, tossing his head contemptuously. “I dare say you never even spoke to Time!”",20,115,house,EXT,day,Discussion about Time,"Alice learns from the Hatter that Time has gone mad, resulting in their perpetual tea-time. This further emphasizes the chaotic and illogical nature of Wonderland.",6.0,,,,Climax,0.05414198338985443,22.887400188017637,-0.8374034,-0.6376365,44
343,343,7,"“Perhaps not,” Alice cautiously replied: “but I know I have to beat time when I learn music.”",17,93,house,EXT,day,Discussion about Time,"Alice learns from the Hatter that Time has gone mad, resulting in their perpetual tea-time. This further emphasizes the chaotic and illogical nature of Wonderland.",6.0,,,,Climax,0.039632901549339294,22.927033089566976,-0.79802954,-0.6421603,44
344,344,7,"“Ah! that accounts for it,” said the Hatter. “He won’t stand beating. Now, if you only kept on good terms with him, he’d do almost anything you liked with the clock. For instance, suppose it were nine o’clock in the morning, just time to begin lessons: you’d only have to whisper a hint to Time, and round goes the clock in a twinkling! Half-past one, time for dinner!”",68,369,house,EXT,day,Discussion about Time,"Alice learns from the Hatter that Time has gone mad, resulting in their perpetual tea-time. This further emphasizes the chaotic and illogical nature of Wonderland.",6.0,Statement,The Hatter explained Time wouldn't stand being beaten.,Hatter,Climax,0.03600047528743744,22.963033564854413,-0.7770628,-0.6128955,44
345,345,7,"(“I only wish it was,” the March Hare said to itself in a whisper.)",14,67,house,EXT,day,Discussion about Time,"Alice learns from the Hatter that Time has gone mad, resulting in their perpetual tea-time. This further emphasizes the chaotic and illogical nature of Wonderland.",6.0,,,,Climax,0.08659309893846512,23.04962666379288,-0.86258674,-0.6264608,44
346,346,7,"“That would be grand, certainly,” said Alice thoughtfully: “but then—I shouldn’t be hungry for it, you know.”",17,109,house,EXT,day,Discussion about Time,"Alice learns from the Hatter that Time has gone mad, resulting in their perpetual tea-time. This further emphasizes the chaotic and illogical nature of Wonderland.",6.0,,,,Climax,0.03697938472032547,23.086606048513204,-0.82600343,-0.62106293,44
347,347,7,"“Not at first, perhaps,” said the Hatter: “but you could keep it to half-past one as long as you liked.”",20,104,house,EXT,day,Discussion about Time,"Alice learns from the Hatter that Time has gone mad, resulting in their perpetual tea-time. This further emphasizes the chaotic and illogical nature of Wonderland.",6.0,,,,Climax,0.09264285117387772,23.17924889968708,-0.7898652,-0.5357592,44
348,348,7,“Is that the way _you_ manage?” Alice asked.,8,44,house,EXT,day,Discussion about Time,"Alice learns from the Hatter that Time has gone mad, resulting in their perpetual tea-time. This further emphasizes the chaotic and illogical nature of Wonderland.",6.0,,,,Climax,0.040183600038290024,23.21943249972537,-0.8279948,-0.548442,44
349,349,7,"The Hatter shook his head mournfully. “Not I!” he replied. “We quarrelled last March—just before _he_ went mad, you know—” (pointing with his tea spoon at the March Hare,) “—it was at the great concert given by the Queen of Hearts, and I had to sing",46,249,house,EXT,day,Discussion about Time,"Alice learns from the Hatter that Time has gone mad, resulting in their perpetual tea-time. This further emphasizes the chaotic and illogical nature of Wonderland.",6.0,,,,Climax,0.04311667010188103,23.262549169827253,-0.870626,-0.5419897,44
350,350,7,"‘Twinkle, twinkle, little bat! How I wonder what you’re at!’",10,60,house,EXT,day,Discussion about Time,"Alice learns from the Hatter that Time has gone mad, resulting in their perpetual tea-time. This further emphasizes the chaotic and illogical nature of Wonderland.",6.0,,,,Climax,0.03779108449816704,23.30034025432542,-0.88054526,-0.57845575,44
351,351,7,"You know the song, perhaps?”",5,28,house,EXT,day,Discussion about Time,"Alice learns from the Hatter that Time has gone mad, resulting in their perpetual tea-time. This further emphasizes the chaotic and illogical nature of Wonderland.",6.0,,,,Climax,0.09284427762031555,23.393184531945735,-0.79216605,-0.5500097,44
352,352,7,"“I’ve heard something like it,” said Alice.",7,43,house,EXT,day,Discussion about Time,"Alice learns from the Hatter that Time has gone mad, resulting in their perpetual tea-time. This further emphasizes the chaotic and illogical nature of Wonderland.",6.0,,,,Climax,0.011039424687623978,23.40422395663336,-0.7811308,-0.5503128,44
353,353,7,"“It goes on, you know,” the Hatter continued, “in this way:—",11,60,house,EXT,day,Discussion about Time,"Alice learns from the Hatter that Time has gone mad, resulting in their perpetual tea-time. This further emphasizes the chaotic and illogical nature of Wonderland.",6.0,,,,Climax,0.03443087637424469,23.438654833007604,-0.7996804,-0.521306,44
354,354,7,"‘Up above the world you fly, Like a tea-tray in the sky.                     Twinkle, twinkle—’”",34,96,house,EXT,day,Discussion about Time,"Alice learns from the Hatter that Time has gone mad, resulting in their perpetual tea-time. This further emphasizes the chaotic and illogical nature of Wonderland.",6.0,,,,Climax,0.09896645694971085,23.537621289957315,-0.7017664,-0.53570044,44
355,355,7,"Here the Dormouse shook itself, and began singing in its sleep “_Twinkle, twinkle, twinkle, twinkle_—” and went on so long that they had to pinch it to make it stop.",30,165,house,EXT,day,Discussion about Time,"Alice learns from the Hatter that Time has gone mad, resulting in their perpetual tea-time. This further emphasizes the chaotic and illogical nature of Wonderland.",6.0,,,,Climax,0.05407434329390526,23.59169563325122,-0.70276254,-0.5897656,44
356,356,7,"“Well, I’d hardly finished the first verse,” said the Hatter, “when the Queen jumped up and bawled out, ‘He’s murdering the time! Off with his head!’”",26,150,house,EXT,day,Discussion about Time,"Alice learns from the Hatter that Time has gone mad, resulting in their perpetual tea-time. This further emphasizes the chaotic and illogical nature of Wonderland.",6.0,Statement,The Hatter recounted how he was accused of murdering time.,Hatter,Climax,0.03581849858164787,23.627514131832868,-0.66761523,-0.58286405,44
357,357,7,“How dreadfully savage!” exclaimed Alice.,5,41,house,EXT,day,Discussion about Time,"Alice learns from the Hatter that Time has gone mad, resulting in their perpetual tea-time. This further emphasizes the chaotic and illogical nature of Wonderland.",6.0,,,,Climax,0.08258432149887085,23.71009845333174,-0.5862618,-0.56865877,44
358,358,7,"“And ever since that,” the Hatter went on in a mournful tone, “he won’t do a thing I ask! It’s always six o’clock now.”",24,119,house,EXT,day,Discussion about Time,"Alice learns from the Hatter that Time has gone mad, resulting in their perpetual tea-time. This further emphasizes the chaotic and illogical nature of Wonderland.",6.0,,,,Climax,0.044780489057302475,23.75487894238904,-0.5718815,-0.52625006,44
359,359,7,A bright idea came into Alice’s head. “Is that the reason so many tea-things are put out here?” she asked.,20,106,house,EXT,day,Discussion about Time,"Alice learns from the Hatter that Time has gone mad, resulting in their perpetual tea-time. This further emphasizes the chaotic and illogical nature of Wonderland.",6.0,,,,Climax,0.13046810030937195,23.885347042698413,-0.44141647,-0.5271507,45
360,360,7,"“Yes, that’s it,” said the Hatter with a sigh: “it’s always tea-time, and we’ve no time to wash the things between whiles.”",22,123,house,EXT,day,The Time Conundrum,"The Hatter reveals his peculiar relationship with Time, stating that after an incident with the Queen of Hearts, it's always six o'clock, leading to the absurdity of their endless tea-time. This emphasizes the nonsensical logic that permeates Wonderland.",5.0,,,,Turning Point,0.06572648137807846,23.95107352407649,-0.50326025,-0.504895,45
361,361,7,"“Then you keep moving round, I suppose?” said Alice.",9,52,house,EXT,day,Time's influence on the tea party,,7.0,,,,,0.03249350190162659,23.983567025978118,-0.52026373,-0.47720546,45
362,362,7,"“Exactly so,” said the Hatter: “as the things get used up.”",11,59,house,EXT,day,Time's influence on the tea party,,7.0,,,,,0.06850752234458923,24.052074548322707,-0.57215434,-0.43247688,45
363,363,7,“But what happens when you come to the beginning again?” Alice ventured to ask.,14,79,house,EXT,day,,,,,,,,0.0189565010368824,24.07103104935959,-0.5806818,-0.4155467,45
364,364,7,"“Suppose we change the subject,” the March Hare interrupted, yawning. “I’m getting tired of this. I vote the young lady tells us a story.”",24,138,house,EXT,day,,,,Statement,The March Hare suggested Alice tell them a story.,March Hare,,0.05770464986562729,24.128735699225217,-0.61279,-0.36759993,45
365,365,7,"“I’m afraid I don’t know one,” said Alice, rather alarmed at the proposal.",13,74,house,EXT,day,,,,,,,,0.03648295998573303,24.16521865921095,-0.5836412,-0.34566018,45
366,366,7,"“Then the Dormouse shall!” they both cried. “Wake up, Dormouse!” And they pinched it on both sides at once.",19,107,house,EXT,day,,,,Action,Alice was alarmed at the proposal to tell a story.,Alice,,0.09899483621120453,24.264213495422155,-0.5266712,-0.26470095,45
367,367,7,"The Dormouse slowly opened his eyes. “I wasn’t asleep,” he said in a hoarse, feeble voice: “I heard every word you fellows were saying.”",24,136,house,EXT,day,,,,Action,The Dormouse pretended to not be asleep when asked to tell a story.,Dormouse,,0.074543297290802,24.338756792712957,-0.5692952,-0.3258556,45
368,368,7,“Tell us a story!” said the March Hare.,8,39,house,EXT,day,,,,,,,,0.10559792816638947,24.444354720879346,-0.46753204,-0.29765674,-1
369,369,7,"“Yes, please do!” pleaded Alice.",5,32,house,EXT,day,,,,,,,,0.19102506339550018,24.635379784274846,-0.28830332,-0.23156865,-1
370,370,7,"“And be quick about it,” added the Hatter, “or you’ll be asleep again before it’s done.”",16,88,house,EXT,day,,,,,,,,0.11959093064069748,24.754970714915544,-0.17279598,-0.20058404,-1
371,371,7,"“Once upon a time there were three little sisters,” the Dormouse began in a great hurry; “and their names were Elsie, Lacie, and Tillie; and they lived at the bottom of a well—”",33,177,house,EXT,day,Dormouse's confusing story,"The Dormouse begins to tell a story about three sisters who lived at the bottom of a well, but it becomes increasingly nonsensical, frustrating Alice.",5.0,,,,Resolution,0.10402459651231766,24.85899531142786,-0.08696123,-0.14181744,46
372,372,7,"“What did they live on?” said Alice, who always took a great interest in questions of eating and drinking.",19,106,house,EXT,day,Dormouse's confusing story,"The Dormouse begins to tell a story about three sisters who lived at the bottom of a well, but it becomes increasingly nonsensical, frustrating Alice.",5.0,,,,Resolution,0.04750660061836243,24.906501912046224,-0.108253814,-0.1842851,46
373,373,7,"“They lived on treacle,” said the Dormouse, after thinking a minute or two.",13,75,house,EXT,day,Dormouse's confusing story,"The Dormouse begins to tell a story about three sisters who lived at the bottom of a well, but it becomes increasingly nonsensical, frustrating Alice.",5.0,Statement,The Dormouse said the little sisters lived on treacle.,Dormouse,Resolution,0.055792711675167084,24.96229462372139,-0.055488747,-0.16615573,46
374,374,7,"“They couldn’t have done that, you know,” Alice gently remarked; “they’d have been ill.”",14,88,house,EXT,day,Dormouse's confusing story,"The Dormouse begins to tell a story about three sisters who lived at the bottom of a well, but it becomes increasingly nonsensical, frustrating Alice.",5.0,,,,Resolution,0.07659400254487991,25.03888862626627,0.012993643,-0.13185117,46
375,375,7,"“So they were,” said the Dormouse; “_very_ ill.”",8,48,house,EXT,day,Dormouse's confusing story,"The Dormouse begins to tell a story about three sisters who lived at the bottom of a well, but it becomes increasingly nonsensical, frustrating Alice.",5.0,,,,Resolution,0.016559302806854248,25.055447929073125,0.016833667,-0.11574326,46
376,376,7,"Alice tried to fancy to herself what such an extraordinary ways of living would be like, but it puzzled her too much, so she went on: “But why did they live at the bottom of a well?”",37,182,house,EXT,day,Dormouse's confusing story,"The Dormouse begins to tell a story about three sisters who lived at the bottom of a well, but it becomes increasingly nonsensical, frustrating Alice.",5.0,,,,Resolution,0.036380790174007416,25.091828719247133,0.050313048,-0.10150623,46
377,377,7,"“Take some more tea,” the March Hare said to Alice, very earnestly.",12,67,house,EXT,day,Dormouse's confusing story,"The Dormouse begins to tell a story about three sisters who lived at the bottom of a well, but it becomes increasingly nonsensical, frustrating Alice.",5.0,,,,Resolution,0.050105586647987366,25.14193430589512,0.034721807,-0.05388814,46
378,378,7,"“I’ve had nothing yet,” Alice replied in an offended tone, “so I can’t take more.”",15,82,house,EXT,day,Dormouse's confusing story,"The Dormouse begins to tell a story about three sisters who lived at the bottom of a well, but it becomes increasingly nonsensical, frustrating Alice.",5.0,Statement,The March Hare insisted Alice take more tea even though she hadn't had any yet.,March Hare,Resolution,0.06200563535094261,25.203939941246063,0.053416885,0.0052320184,46
379,379,7,"“You mean you can’t take _less_,” said the Hatter: “it’s very easy to take _more_ than nothing.”",17,96,house,EXT,day,Dormouse's confusing story,"The Dormouse begins to tell a story about three sisters who lived at the bottom of a well, but it becomes increasingly nonsensical, frustrating Alice.",5.0,,,,Resolution,0.10106023401021957,25.305000175256282,0.09823536,0.09581058,47
380,380,7,"“Nobody asked _your_ opinion,” said Alice.",6,42,house,EXT,day,Dormouse's confusing story,"The Dormouse begins to tell a story about three sisters who lived at the bottom of a well, but it becomes increasingly nonsensical, frustrating Alice.",5.0,,,,Resolution,0.03083295188844204,25.335833127144724,0.12269028,0.11458896,47
381,381,7,“Who’s making personal remarks now?” the Hatter asked triumphantly.,9,67,house,EXT,day,Dormouse's confusing story,"The Dormouse begins to tell a story about three sisters who lived at the bottom of a well, but it becomes increasingly nonsensical, frustrating Alice.",5.0,,,,Resolution,0.10384216904640198,25.439675296191126,0.18339802,0.1988372,48
382,382,7,"Alice did not quite know what to say to this: so she helped herself to some tea and bread-and-butter, and then turned to the Dormouse, and repeated her question. “Why did they live at the bottom of a well?”",39,206,house,EXT,day,Dormouse's confusing story,"The Dormouse begins to tell a story about three sisters who lived at the bottom of a well, but it becomes increasingly nonsensical, frustrating Alice.",5.0,Question,Alice inquired why the sisters lived at the bottom of a well.,Alice,Resolution,0.09449783712625504,25.53417313331738,0.2764798,0.21513513,48
383,383,7,"The Dormouse again took a minute or two to think about it, and then said, “It was a treacle-well.”",19,98,house,EXT,day,Dormouse's confusing story,"The Dormouse begins to tell a story about three sisters who lived at the bottom of a well, but it becomes increasingly nonsensical, frustrating Alice.",5.0,Statement,The Dormouse insisted it was a treacle-well.,Dormouse,Resolution,0.1220472902059555,25.656220423523337,0.1799824,0.2898599,49
384,384,7,"“There’s no such thing!” Alice was beginning very angrily, but the Hatter and the March Hare went “Sh! sh!” and the Dormouse sulkily remarked, “If you can’t be civil, you’d better finish the story for yourself.”",36,211,house,EXT,day,Dormouse's confusing story,"The Dormouse begins to tell a story about three sisters who lived at the bottom of a well, but it becomes increasingly nonsensical, frustrating Alice.",5.0,,,,Resolution,0.0515817292034626,25.7078021527268,0.21144457,0.3307354,49
385,385,7,"“No, please go on!” Alice said very humbly; “I won’t interrupt again. I dare say there may be _one_.”",19,101,house,EXT,day,Dormouse's confusing story,"The Dormouse begins to tell a story about three sisters who lived at the bottom of a well, but it becomes increasingly nonsensical, frustrating Alice.",5.0,,,,Resolution,0.0744854211807251,25.782287573907524,0.27017626,0.3765466,49
386,386,7,"“One, indeed!” said the Dormouse indignantly. However, he consented to go on. “And so these three little sisters—they were learning to draw, you know—”",24,151,house,EXT,day,Dormouse's confusing story,"The Dormouse begins to tell a story about three sisters who lived at the bottom of a well, but it becomes increasingly nonsensical, frustrating Alice.",5.0,Statement,The Hatter interrupted the Dormouse's story to express his wish for a clean cup.,Hatter,Resolution,0.04116399213671684,25.82345156604424,0.23636593,0.40002713,49
387,387,7,"“What did they draw?” said Alice, quite forgetting her promise.",10,63,house,EXT,day,Dormouse's confusing story,"The Dormouse begins to tell a story about three sisters who lived at the bottom of a well, but it becomes increasingly nonsensical, frustrating Alice.",5.0,,,,Resolution,0.042260412126779556,25.86571197817102,0.19938716,0.42048472,49
388,388,7,"“Treacle,” said the Dormouse, without considering at all this time.",10,67,house,EXT,day,Dormouse's confusing story,"The Dormouse begins to tell a story about three sisters who lived at the bottom of a well, but it becomes increasingly nonsensical, frustrating Alice.",5.0,,,,Resolution,0.05521490424871445,25.920926882419735,0.14515382,0.43084958,49
389,389,7,"“I want a clean cup,” interrupted the Hatter: “let’s all move one place on.”",14,76,house,EXT,day,Dormouse's confusing story,"The Dormouse begins to tell a story about three sisters who lived at the bottom of a well, but it becomes increasingly nonsensical, frustrating Alice.",5.0,,,,Resolution,0.049075931310653687,25.97000281373039,0.19237933,0.4441987,49
390,390,7,"He moved on as he spoke, and the Dormouse followed him: the March Hare moved into the Dormouse’s place, and Alice rather unwillingly took the place of the March Hare. The Hatter was the only one who got any advantage from the change: and Alice was a good deal worse off than before, as the March Hare had just upset the milk-jug into his plate.",65,344,house,EXT,day,Dormouse's confusing story,"The Dormouse begins to tell a story about three sisters who lived at the bottom of a well, but it becomes increasingly nonsensical, frustrating Alice.",5.0,Action,The March Hare moved to a different place at the table for a clean cup.,March Hare,Resolution,0.01730225794017315,25.987305071670562,0.2096377,0.4429672,49
391,391,7,"Alice did not wish to offend the Dormouse again, so she began very cautiously: “But I don’t understand. Where did they draw the treacle from?”",25,142,house,EXT,day,Dormouse's confusing story,"The Dormouse begins to tell a story about three sisters who lived at the bottom of a well, but it becomes increasingly nonsensical, frustrating Alice.",5.0,,,,Resolution,0.026148734614253044,26.013453806284815,0.20507205,0.41722015,49
392,392,7,"“You can draw water out of a water-well,” said the Hatter; “so I should think you could draw treacle out of a treacle-well—eh, stupid?”",24,135,house,EXT,day,Dormouse's confusing story,"The Dormouse begins to tell a story about three sisters who lived at the bottom of a well, but it becomes increasingly nonsensical, frustrating Alice.",5.0,,,,Resolution,0.02350100874900818,26.036954815033823,0.19711643,0.43933362,49
393,393,7,"“But they were _in_ the well,” Alice said to the Dormouse, not choosing to notice this last remark.",18,99,house,EXT,day,Dormouse's confusing story,"The Dormouse begins to tell a story about three sisters who lived at the bottom of a well, but it becomes increasingly nonsensical, frustrating Alice.",5.0,,,,Resolution,0.0676255002617836,26.104580315295607,0.13079192,0.42613262,49
394,394,7,"“Of course they were,” said the Dormouse; “—well in.”",9,53,house,EXT,day,Dormouse's confusing story,"The Dormouse begins to tell a story about three sisters who lived at the bottom of a well, but it becomes increasingly nonsensical, frustrating Alice.",5.0,,,,Resolution,0.0401720255613327,26.14475234085694,0.15043144,0.4611766,49
395,395,7,"This answer so confused poor Alice, that she let the Dormouse go on for some time without interrupting it.",19,106,house,EXT,day,Dormouse's confusing story,"The Dormouse begins to tell a story about three sisters who lived at the bottom of a well, but it becomes increasingly nonsensical, frustrating Alice.",5.0,,,,Resolution,0.01698112301528454,26.161733463872224,0.16455881,0.4517545,49
396,396,7,"“They were learning to draw,” the Dormouse went on, yawning and rubbing its eyes, for it was getting very sleepy; “and they drew all manner of things—everything that begins with an M—”",32,184,house,EXT,day,Dormouse's confusing story,"The Dormouse begins to tell a story about three sisters who lived at the bottom of a well, but it becomes increasingly nonsensical, frustrating Alice.",5.0,Action,The Dormouse began yawning and indicated it was getting sleepy.,Dormouse,Resolution,0.09523410350084305,26.256967567373067,0.07016215,0.43915275,49
397,397,7,“Why with an M?” said Alice.,6,28,house,EXT,day,Dormouse's confusing story,"The Dormouse begins to tell a story about three sisters who lived at the bottom of a well, but it becomes increasingly nonsensical, frustrating Alice.",5.0,,,,Resolution,0.07575008273124695,26.332717650104314,0.010972719,0.39188027,49
398,398,7,“Why not?” said the March Hare.,6,31,house,EXT,day,Dormouse's confusing story,"The Dormouse begins to tell a story about three sisters who lived at the bottom of a well, but it becomes increasingly nonsensical, frustrating Alice.",5.0,,,,Resolution,0.09275614470243454,26.42547379480675,0.08831115,0.44309032,49
399,399,7,Alice was silent.,3,17,house,EXT,day,Dormouse's confusing story,"The Dormouse begins to tell a story about three sisters who lived at the bottom of a well, but it becomes increasingly nonsensical, frustrating Alice.",5.0,,,,Resolution,0.15458598732948303,26.58005978213623,0.23559523,0.49003956,-1
400,400,7,"The Dormouse had closed its eyes by this time, and was going off into a doze; but, on being pinched by the Hatter, it woke up again with a little shriek, and went on: “—that begins with an M, such as mouse-traps, and the moon, and memory, and muchness—you know you say things are “much of a muchness”—did you ever see such a thing as a drawing of a muchness?”",70,359,house,EXT,day,Dormouse's confusing story,"The Dormouse begins to tell a story about three sisters who lived at the bottom of a well, but it becomes increasingly nonsensical, frustrating Alice.",5.0,,,,Resolution,0.150127574801445,26.730187356937677,0.38357952,0.5153167,50
401,401,7,"“Really, now you ask me,” said Alice, very much confused, “I don’t think—”",13,74,house,EXT,day,,,,,,,,0.05813576281070709,26.788323119748384,0.42077884,0.5599931,50
402,402,7,"“Then you shouldn’t talk,” said the Hatter.",7,43,,,,Alice grows frustrated,"As the conversation grows increasingly nonsensical, Alice becomes frustrated by the rudeness of the group, ultimately leading her to stand up and leave the tea party.",5.0,Statement,The Hatter rudely told Alice she shouldn't talk if she didn't have anything to say.,Hatter,,0.08524110913276672,26.87356422888115,0.5055161,0.5507388,50
403,403,7,"This piece of rudeness was more than Alice could bear: she got up in great disgust, and walked off; the Dormouse fell asleep instantly, and neither of the others took the least notice of her going, though she looked back once or twice, half hoping that they would call after her: the last time she saw them, they were trying to put the Dormouse into the teapot.",67,361,,,,Alice leaves the tea-party,"Frustrated with the absurdity and rudeness of the tea-party, Alice decides to leave, marking her decision to step away from the madness.",6.0,,,,Resolution,0.12076443433761597,26.994328663218766,0.62587166,0.5606681,51
404,404,7,“At any rate I’ll never go _there_ again!” said Alice as she picked her way through the wood. “It’s the stupidest tea-party I ever was at in all my life!”,30,154,house,INT,day,Alice leaves the tea-party,"Frustrated with the absurdity and rudeness of the tea-party, Alice decides to leave, marking her decision to step away from the madness.",6.0,Statement,Alice declared it was the stupidest tea party she ever attended.,Alice,Resolution,0.09168928861618042,27.086017951834947,0.53623545,0.54137367,51
405,405,7,"Just as she said this, she noticed that one of the trees had a door leading right into it. “That’s very curious!” she thought. “But everything’s curious today. I think I may as well go in at once.” And in she went.",42,214,house,INT,day,Alice enters the garden,"After leaving the tea-party, Alice finds a door in a tree that leads into a beautiful garden, symbolizing a new and more pleasant adventure.",7.0,,,,Setup,0.05836400017142296,27.14438195200637,0.5845328,0.5741414,51
406,406,7,"Once more she found herself in the long hall, and close to the little glass table. “Now, I’ll manage better this time,” she said to herself, and began by taking the little golden key, and unlocking the door that led into the garden. Then she went to work nibbling at the mushroom (she had kept a piece of it in her pocket) till she was about a foot high: then she walked down the little passage: and _then_—she found herself at last in the beautiful garden, among the bright flower-beds and the cool fountains.",94,510,garden,EXT,day,Alice enters the garden,"After leaving the tea-party, Alice finds a door in a tree that leads into a beautiful garden, symbolizing a new and more pleasant adventure.",7.0,Action,Alice unlocked the door to the garden after managing her entry better this time.,Alice,Setup,0.0650060623884201,27.20938801439479,0.53545886,0.5315088,51
407,407,8,CHAPTER VIII. The Queen’s Croquet-Ground,5,40,garden,EXT,day,,,,,,,,0.11448656767606735,27.323874582070857,0.42429602,0.50412273,52
408,408,8,"A large rose-tree stood near the entrance of the garden: the roses growing on it were white, but there were three gardeners at it, busily painting them red. Alice thought this a very curious thing, and she went nearer to watch them, and just as she came up to them she heard one of them say, “Look out now, Five! Don’t go splashing paint over me like that!”",68,357,garden,EXT,day,Alice encounters the gardeners painting roses,Alice notices three gardeners painting white roses red to avoid the Queen's wrath for planting the wrong color. This sparks her curiosity and leads to her first interactions with Wonderland’s characters.,6.0,Action,The gardeners painted the white roses red to avoid punishment.,Gardeners,Setup,0.05010228976607323,27.37397687183693,0.4072894,0.4569951,52
409,409,8,"“I couldn’t help it,” said Five, in a sulky tone; “Seven jogged my elbow.”",14,74,garden,EXT,day,Alice encounters the gardeners painting roses,Alice notices three gardeners painting white roses red to avoid the Queen's wrath for planting the wrong color. This sparks her curiosity and leads to her first interactions with Wonderland’s characters.,6.0,,,,Setup,0.1365785449743271,27.510555416811258,0.27732164,0.4989723,53
410,410,8,"On which Seven looked up and said, “That’s right, Five! Always lay the blame on others!”",16,88,garden,EXT,day,Alice encounters the gardeners painting roses,Alice notices three gardeners painting white roses red to avoid the Queen's wrath for planting the wrong color. This sparks her curiosity and leads to her first interactions with Wonderland’s characters.,6.0,,,,Setup,0.059841688722372055,27.57039710553363,0.3369419,0.50411546,53
411,411,8,“_You’d_ better not talk!” said Five. “I heard the Queen say only yesterday you deserved to be beheaded!”,18,105,garden,EXT,day,Alice encounters the gardeners painting roses,Alice notices three gardeners painting white roses red to avoid the Queen's wrath for planting the wrong color. This sparks her curiosity and leads to her first interactions with Wonderland’s characters.,6.0,,,,Setup,0.04730881750583649,27.617705923039466,0.32353052,0.45874742,53
412,412,8,“What for?” said the one who had spoken first.,9,46,garden,EXT,day,Alice encounters the gardeners painting roses,Alice notices three gardeners painting white roses red to avoid the Queen's wrath for planting the wrong color. This sparks her curiosity and leads to her first interactions with Wonderland’s characters.,6.0,,,,Setup,0.03822759538888931,27.655933518428355,0.36141923,0.4638263,53
413,413,8,"“That’s none of _your_ business, Two!” said Seven.",8,50,garden,EXT,day,Alice encounters the gardeners painting roses,Alice notices three gardeners painting white roses red to avoid the Queen's wrath for planting the wrong color. This sparks her curiosity and leads to her first interactions with Wonderland’s characters.,6.0,,,,Setup,0.04604993760585785,27.701983456034213,0.33058023,0.42962757,53
414,414,8,"“Yes, it _is_ his business!” said Five, “and I’ll tell him—it was for bringing the cook tulip-roots instead of onions.”",20,119,garden,EXT,day,Alice encounters the gardeners painting roses,Alice notices three gardeners painting white roses red to avoid the Queen's wrath for planting the wrong color. This sparks her curiosity and leads to her first interactions with Wonderland’s characters.,6.0,,,,Setup,0.02144225686788559,27.7234257129021,0.35110238,0.4358414,53
415,415,8,"Seven flung down his brush, and had just begun “Well, of all the unjust things—” when his eye chanced to fall upon Alice, as she stood watching them, and he checked himself suddenly: the others looked round also, and all of them bowed low.",44,239,garden,EXT,day,Alice encounters the gardeners painting roses,Alice notices three gardeners painting white roses red to avoid the Queen's wrath for planting the wrong color. This sparks her curiosity and leads to her first interactions with Wonderland’s characters.,6.0,,,,Setup,0.042155131697654724,27.765580844599754,0.36950156,0.39791352,53
416,416,8,"“Would you tell me,” said Alice, a little timidly, “why you are painting those roses?”",15,86,garden,EXT,day,Alice encounters the gardeners painting roses,Alice notices three gardeners painting white roses red to avoid the Queen's wrath for planting the wrong color. This sparks her curiosity and leads to her first interactions with Wonderland’s characters.,6.0,Action,Alice approached the gardeners to inquire about the painted roses.,Alice,Setup,0.02501041069626808,27.79059125529602,0.37772924,0.37429518,53
417,417,8,"Five and Seven said nothing, but looked at Two. Two began in a low voice, “Why the fact is, you see, Miss, this here ought to have been a _red_ rose-tree, and we put a white one in by mistake; and if the Queen was to find it out, we should all have our heads cut off, you know. So you see, Miss, we’re doing our best, afore she comes, to—” At this moment Five, who had been anxiously looking across the garden, called out “The Queen! The Queen!” and the three gardeners instantly threw themselves flat upon their faces. There was a sound of many footsteps, and Alice looked round, eager to see the Queen.",116,604,garden,EXT,day,Alice encounters the gardeners painting roses,Alice notices three gardeners painting white roses red to avoid the Queen's wrath for planting the wrong color. This sparks her curiosity and leads to her first interactions with Wonderland’s characters.,6.0,,,,Setup,0.046056438237428665,27.83664769353345,0.39472324,0.4171017,53
